refYear,partner_group,flow_india,cmdCode,cmdDesc,trade_value_usd
2023,China,Import,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",162317668.801
2023,China,Import,44,Wood and articles of wood; wood charcoal,158950161.666
2023,China,Import,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",151546240.62
2023,China,Import,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",112133400.886
2023,China,Import,26,"Ores, slag and ash",108256608.493
2023,China,Import,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,107336133.378
2023,China,Import,50,Silk,97999637.554
2023,China,Import,52,Cotton,95176821.674
2023,China,Import,23,"Food industries, residues and wastes thereof; prepared animal fodder",83883087.026
2023,China,Import,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",64402931.895
2023,China,Import,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",60980931.054
2023,China,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,58138313.019
2023,China,Import,9,"Coffee, tea, mate and spices",56004244.473
2023,China,Import,37,Photographic or cinematographic goods,54576623.372
2023,China,Import,57,Carpets and other textile floor coverings,47897287.225
2023,China,Import,13,"Lac; gums, resins and other vegetable saps and extracts",44807995.101
2023,China,Import,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",44371545.238
2023,China,Import,21,Miscellaneous edible preparations,38505134.415
2023,China,Import,92,Musical instruments; parts and accessories of such articles,36224015.239
2023,China,Import,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",31421303.718
2023,China,Import,65,Headgear and parts thereof,31336512.681
2023,China,Import,7,Vegetables and certain roots and tubers; edible,29224256.75
2023,China,Import,41,Raw hides and skins (other than furskins) and leather,26992828.289
2023,China,Import,8,"Fruit and nuts, edible; peel of citrus fruit or melons",26225200.682
2023,China,Import,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,19339038.702
2023,China,Import,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",18807873.129
2023,China,Import,20,"Preparations of vegetables, fruit, nuts or other parts of plants",14777338.941
2023,China,Import,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",13465479.14
2023,China,Import,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",13046729.836
2023,China,Import,88,"Aircraft, spacecraft, and parts thereof",12472546.059
2023,China,Import,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",9412117.591
2023,China,Import,17,Sugars and sugar confectionery,8737204.471
2023,China,Import,79,Zinc and articles thereof,8072933.68
2023,China,Import,5,Animal originated products; not elsewhere specified or included,5293288.038
2023,China,Import,80,Tin; articles thereof,4930352.073
2023,China,Import,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",3189063.075
2023,China,Import,22,"Beverages, spirits and vinegar",3071466.445
2023,China,Import,43,Furskins and artificial fur; manufactures thereof,1926987.994
2023,China,Import,97,Works of art; collectors' pieces and antiques,1384730.728
2023,China,Import,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1147113.515
2023,China,Import,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",803345.852
2023,China,Import,93,Arms and ammunition; parts and accessories thereof,780745.788
2023,China,Import,18,Cocoa and cocoa preparations,717734.68
2023,China,Import,78,Lead and articles thereof,687647.129
2023,China,Import,45,Cork and articles of cork,638136.255
2023,China,Import,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",577895.585
2023,China,Import,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",199221.241
2023,China,Import,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,135492.465
2023,China,Import,1,Animals; live,66471.248
2023,China,Import,10,Cereals,18496.034
2024,China,Import,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",47669497356.356
2024,China,Import,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",26997703294.047
2024,China,Import,29,Organic chemicals,11124828936.014
2024,China,Import,39,Plastics and articles thereof,6294046006.356
2024,China,Import,72,Iron and steel,2991839161.514
2024,China,Import,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",2883497130.63
2024,China,Import,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",2853440101.957
2024,China,Import,73,Iron or steel articles,2189916248.388
2024,China,Import,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2071827232.209
2024,China,Import,76,Aluminium and articles thereof,1815122884.663
2024,China,Import,38,Chemical products n.e.c.,1586668874.73
2024,China,Import,70,Glass and glassware,1246528087.464
2024,China,Import,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",1236164037.079
2024,China,Import,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",1135781372.821
2024,China,Import,54,Man-made filaments; strip and the like of man-made textile materials,934809319.405
2024,China,Import,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",857156854.693
2024,China,Import,31,Fertilizers,854118205.802
2024,China,Import,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",853611452.256
2024,China,Import,60,Fabrics; knitted or crocheted,653780517.712
2024,China,Import,83,Metal; miscellaneous products of base metal,636464924.672
2024,China,Import,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",600427904.013
2024,China,Import,74,Copper and articles thereof,555548946.541
2024,China,Import,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",516479923.595
2024,China,Import,69,Ceramic products,498543947.469
2024,China,Import,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",452110011.317
2024,China,Import,96,Miscellaneous manufactured articles,440160770.363
2024,China,Import,40,Rubber and articles thereof,410036558.266
2024,China,Import,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",405389576.474
2024,China,Import,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",401633773.589
2024,China,Import,81,"Metals; n.e.c., cermets and articles thereof",353960976.972
2024,China,Import,95,"Toys, games and sports requisites; parts and accessories thereof",353220394.976
2024,China,Import,89,"Ships, boats and floating structures",335159445.084
2024,China,Import,35,Albuminoidal substances; modified starches; glues; enzymes,313701170.459
2024,China,Import,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",289817277.395
2024,China,Import,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",276471201.329
2024,China,Import,55,Man-made staple fibres,249153912.306
2024,China,Import,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",236319453.267
2024,China,Import,91,Clocks and watches and parts thereof,218496507.466
2024,China,Import,61,Apparel and clothing accessories; knitted or crocheted,202995621.984
2024,China,Import,64,Footwear; gaiters and the like; parts of such articles,199105666.414
2024,China,Import,30,Pharmaceutical products,196233881.42
2024,China,Import,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",186907687.267
2024,China,Import,75,Nickel and articles thereof,184504118.03
2024,China,Import,44,Wood and articles of wood; wood charcoal,166918297.719
2024,China,Import,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",163709961.617
2024,China,Import,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",163427072.803
2024,China,Import,62,Apparel and clothing accessories; not knitted or crocheted,151375536.731
2024,China,Import,26,"Ores, slag and ash",147405386.325
2024,China,Import,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",129437636.503
2024,China,Import,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,108757684.124
2024,China,Import,52,Cotton,97326123.06
2024,China,Import,23,"Food industries, residues and wastes thereof; prepared animal fodder",89552095.92
2024,China,Import,99,Commodities not specified according to kind,80340401.66
2024,China,Import,50,Silk,67878715.604
2024,China,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,65211834.604
