typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","20","Preparations of vegetables, fruit, nuts or other parts of plants","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","11153525.888","11153525.888","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","23","Food industries, residues and wastes thereof; prepared animal fodder","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","11827653.773","11827653.773","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","24","Tobacco and manufactured tobacco substitutes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","341724.172","341724.172","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","25","Salt; sulphur; earths, stone; plastering materials, lime and cement","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","630610293.153","630610293.153","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","26","Ores, slag and ash","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","3494641491.871","3494641491.871","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1205912689.144","1205912689.144","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","28","Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","92882574.931","92882574.931","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","29","Organic chemicals","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","2419784466.756","2419784466.756","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","30","Pharmaceutical products","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","51191256.93","51191256.93","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","284868015.186","284868015.186","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","115192548.465","115192548.465","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","34","Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","22070567.76","22070567.76","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","35","Albuminoidal substances; modified starches; glues; enzymes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1164724.757","1164724.757","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","37","Photographic or cinematographic goods","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","3855.678","3855.678","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","38","Chemical products n.e.c.","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","155385236.408","155385236.408","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1005328780.795","1005328780.795","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","40","Rubber and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","82115667.542","82115667.542","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","10468567.755","10468567.755","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","44","Wood and articles of wood; wood charcoal","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","9848751.992","9848751.992","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","48","Paper and paperboard; articles of paper pulp, of paper or paperboard","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","250733890.16","250733890.16","4","false","true",
